ID,Name,ISO639P3code,Level,Parent_ID
shoo1247,Shoo-Minda-Nye,bcv,language,wurb1239
shor1247,Shor,cjs,language,yeni1251
shos1248,Shoshoni,shh,language,cent2130
shua1254,Shua,shg,language,ostk1235
shua1256,Shuaric,,family,jiva1245
shua1257,Shuar,jiv,language,shua1256
shub1238,Shubi,suj,language,hang1264
shug1237,Shughni-Yazgulami,,family,iran1269
shug1248,Shughni,sgh,language,shug1253
shug1253,Shughnic,,family,shug1237
shum1235,Shumashti,sts,language,gawa1246
shum1243,Shumcho,scu,language,theb1237
shus1248,Shuswap,shs,language,nort2948
shuw1238,Shuwa-Zamani,ksa,language,atla1280
shwa1239,Shwai,shw,language,west2502
shwe1236,Shwe Palaung,pll,language,pala1336
sial1240,Sialum,slw,language,kala1410
siam1241,Siamese,,family,sput1235
siam1242,Siamou,sif,language,
sian1254,Siang,sya,language,nort2891
sian1255,Sihan,spg,language,aput1239
sian1257,Siane,snp,language,nucl1756
siar1238,Siar-Lak,sjr,language,stge1234
siau1243,Siau,,family,scho1242
siaw1243,Siawi,mmp,language,amto1249
sibe1248,Sibe (Nasioi),nco,language,nasi1247
sibe1250,Siberian Tatar,sty,language,cent2326
sibu1258,Sibu Melanau,sdx,language,sibu1259
sibu1259,Sibu-Kanowit-Tanjong,,family,mela1255
sica1234,Sicana,sxc,language,uncl1493
sich1238,Sichuan Yi,iii,language,nasu1236
sici1248,Sicilian,scn,language,ital1287
sici1249,Sìcìté Sénoufo,sep,language,supy1238
sicu1234,Sicula,scx,language,uncl1493
sida1246,Sidamo,sid,language,sida1248
sida1247,Sidaama-Hadiyya-Kambaata,,family,high1285
sida1248,Sidaama-Gedeo,,family,sida1247
side1240,Sidetic,xsd,language,unun9888
sido1234,Sido,,family,sara1346
siee1239,Sie,erg,language,erro1239
sier1248,Sierra Negra Nahuatl,nsu,language,tehu1244
sier1249,Sierra Miwokan,,family,east2546
sier1250,Sierra de Juárez Zapotec,zaa,language,sier1251
sier1251,Sierra Juarezic,,family,nort2987
sigh1238,Sighu,sxe,language,ndas1239
siha1245,Sihan (Gum),snr,language,gumm1240
sihu1235,Sihuas Ancash Quechua,qws,language,huay1239
sika1261,Sikaiana,sky,language,solo1260
sika1262,Sika,ski,language,flor1239
sika1263,Sikaritai,tty,language,east2502
sika1264,North Sogeram,,family,soge1235
sikk1242,Sikkimese,sip,language,dzon1238
siks1238,Siksika,bla,language,algo1256
siku1242,Sikule,skh,language,nias1241
sila1247,Sila,slt,language,sila1251
sila1250,Silacayoapan Mixtec,mks,language,cent2266
sila1251,Sila-Wanya-Cosao,,family,biso1244
sile1253,Silesian,szl,language,czec1261
sile1255,Sirva,sbq,language,sika1264
sili1247,Siliput,mkc,language,nucl1590
sili1249,Silimo,wul,language,ngal1299
silo1240,Silopi,xsp,language,silo1241
silo1241,Silopi-Utu,,family,silo1242
silo1242,Silopic,,family,hans1243
silt1239,Silte-Wolane,,family,hara1270
silt1240,Silt'e,stv,language,silt1239
sima1258,Simaa,sie,language,sima1262
sima1262,Simaaic,,family,west2833
simb1254,Simba,sbw,language,himb1234
simb1255,Simbari,smb,language,baru1271
simb1256,Simbo,sbb,language,simb1260
simb1258,Simbu,,family,cent2120
simb1259,Simbali,smg,language,bain1263
simb1260,Simboic,,family,west2857
sime1241,Simeulue,smr,language,nucl1463
sime1242,Simeku,smz,language,nasi1248
simt1238,Simte,smt,language,siza1239
sina1266,Sinaugoro,snc,language,sina1272
sina1269,Galu,siu,language,galu1240
sina1271,Sinasina,sst,language,goli1246
sina1272,Sinagoro-Keapara,,family,cent2070
sind1270,Sindhi Bhil,sbn,language,sind1279
sind1272,Sindhi,snd,language,sind1279
sind1277,Sindihui Mixtec,xts,language,teoz1234
sind1278,Sindhi-Lahnda,,family,indo1324
sind1279,Sindhic,,family,sind1278
sind1281,Sindarin,sjn,language,arti1236
sing1264,Northern Jinghpaw,sgp,language,jing1260
sing1266,Singa,sgm,language,nort3220
sing1270,Greater Riau-Johoric,,family,nucl1806
sinh1245,Dhivehi-Sinhala,,family,indo1321
sinh1246,Sinhala,sin,language,sinh1247
sinh1247,Sinhalaic,,family,sinh1245
sini1242,Sininkere,skq,language,soni1258
sini1243,Sinicahua Mixtec,xti,language,west2824
sini1245,Sinitic,,family,sino1245
sino1245,Sino-Tibetan,,family,
sino1246,Tangkhulic,,family,tang1335
sins1241,Kou,snz,language,evap1240
sint1235,Sinte-Manus Romani,rmo,language,nort3197
siny1243,Sinyar,sys,language,sara1341
sion1247,Siona-Tetete,snn,language,sion1249
sion1248,Siona-Secoya,,family,napo1243
sion1249,Sionan,,family,sion1248
sioo1240,Sio,xsi,language,viti1243
siou1252,Siouan,,family,
siou1253,Sioux,,family,dako1257
sipa1247,Sipacapense,qum,language,core1251
sira1266,Sira,swj,language,sira1270
sira1267,Sirayaic,fos,language,east2493
sira1270,Sira-Barama,,family,sang1345
sira1271,Siraikic,,family,lahn1241
sire1246,Old Sirenik,ysr,language,eski1265
siri1273,Sirionó,srq,language,siri1279
siri1274,Siriano,sri,language,siri1280
siri1278,Siri,sir,language,west2712
siri1279,Sirionoid,,family,wara1305
siri1280,Siriano-Desano,,family,yupu1234
sirm1239,Sirmauri,srx,language,nucl1728
siro1249,Siroi,ssd,language,kabe1245
sisa1247,Sisaala-Chakali,,family,west2837
sisa1248,Sisaala,,family,sisa1247
siss1242,Sissala of Burkina Faso,sld,language,nort3229
siss1243,Sissano,sso,language,siss1245
siss1244,Sissano-Tumleo,,family,siau1243
siss1245,Sissanoic,,family,sera1271
sius1254,Siuslaw,sis,language,
siva1239,Sivandi,siy,language,cent2264
siwa1245,Siwai,siw,language,buin1247
siwi1238,Libyan-Egyptian Oases Berber,,family,grea1296
siwi1239,Siwi,siz,language,siwi1238
siwu1238,Siwu,akp,language,lele1263
siyi1240,Sizang Chin,csy,language,siza1239
siza1239,Sizangic,,family,nort3179
skep1238,Skepi Creole Dutch,skw,language,zeeu1239
skol1241,Skolt Saami,sms,language,main1280
skoo1245,Sko,,family,
skou1238,Skou-Serra-Piore,,family,skoo1245
skou1239,Nuclear Skou-Serra-Piore,,family,skou1238
slav1253,Slave,den,family,hare1243
slav1254,Slavomolisano,svm,language,west2804
slav1255,Slavic,,family,balt1263
slov1268,Slovenian,slv,language,west2804
slov1269,Slovak,slk,language,czec1260
smal1236,Gha-mu,sfm,language,chua1248
smar1235,Smärky Kanum,kxq,language,kanu1280
sobe1238,Sobei,sob,language,sobe1240
sobe1239,Sobei-Liki-Wakde,,family,sarm1242
sobe1240,Sobei-Liki,,family,sobe1239
soca1235,So (Cameroon),sox,language,sout3352
soch1239,Sochiapam Chinantec,cso,language,chin1486
sode1235,So (Democratic Republic of Congo),soc,language,baso1234
soga1242,Soga,xog,language,soga1244
soga1244,Soga-Kenyi,,family,nort3220
sogd1245,Sogdian,sog,language,sogd1246
sogd1246,Sogdian-Yagnobi,,family,sogd1248
sogd1247,Sogdic-Ossetic,,family,cent2317
sogd1248,Sogdic,,family,sogd1247
soge1235,Sogeram,,family,sout3148
soii1239,Soic,soj,language,kash1282
soko1263,Sokoro,sok,language,saba1281
soko1265,Sokoroic,,family,east2710
sole1243,Solehua,,family,east2752
sole1244,So-Lebonya,,family,sopo1239
soli1239,Soli,sby,language,lenj1247
solo1257,Solos,sol,language,neha1246
solo1258,Solong,aaw,language,west2530
solo1260,Solomons Northern Outlier Polynesian-East Polynesian,,family,nort3246
soma1242,Somahai,,family,
soma1255,Somali,som,language,east2653
somm1240,Som,smc,language,saka1297
somr1240,Somray of Battambang-Somre of Siem Reap,smu,language,west2394
somr1248,Somrai,sor,language,east2643
somy1238,Somyev,kgt,language,vuti1235
sona1244,Sonaga,ysg,language,kuan1251
sond1250,Sonde,shc,language,mbal1260
song1299,Nsong-Mpiin,soo,language,nson1239
song1300,Songoora,sod,language,bemb1260
song1303,Songe,sop,language,song1312
song1305,Ohendo,soe,language,song1311
song1307,Songhay,,family,
song1311,Songomenic,,family,nkut1240
song1312,Songeic,,family,mbag1239
sonh1238,Sonha,soi,language,dang1277
soni1257,Soninke-Bozo,,family,samo1308
soni1258,Soninkean,,family,soni1257
soni1259,Soninke,snk,language,soni1258
soni1260,Sonia,siq,language,kalu1249
sons1242,Sonsorol,sov,language,sons1245
sons1245,Sonsorol-Tobi,,family,west2855
sooo1254,Sô,sss,language,west2870
sooo1256,Soo,teu,language,ngan1305
sopo1239,So-Poke,,family,kele1263
sopp1247,Sop,urw,language,peka1243
soqo1240,Soqotri,sqt,language,east2766
sora1254,Sora,srb,language,sora1256
sora1255,Sora-Juray-Gorum,,family,mund1335
sora1256,Sora-Juray,,family,sora1255
sorb1249,Sorbian,,family,west2792
sori1242,Sori-Harengan,sbh,language,west2848
sork1239,Sorkhei-Aftari,sqo,language,komi1276
sors1239,Sorsogon Ayta,ays,language,aust1312
sosk1235,Sos Kundi,sdk,language,sawo1234
sota1242,Sota Kanum,krz,language,ngkr1234
soth1248,Sotho-Tswana (S.30),,family,soth1251
soth1250,Sotho-Makua-Venda,,family,sout3180
soth1251,Sotho-Makua,,family,soth1250
soth1252,Sotho,,family,soth1248
sout1499,South West Bird's Head,,family,west1493
sout1502,Southern Sahaptin,,family,saha1240
sout1516,South Bird's Head Family,,family,
sout1528,Serbian-Croatian-Bosnian,hbs,language,west2804
sout1549,Southeastern Kolami,nit,language,kola1242
sout1554,Southern Karen,,family,kare1337
sout1555,Southern Guiyang Hmong,hmy,language,guiy1235
sout1556,Southern Mashan Hmong,hma,language,mash1238
sout1559,Southern Interior Salish,,family,inte1241
sout2640,Southern Kurdish,sdh,language,kurd1259
sout2642,Southern Balochi,bcc,language,sout3242
sout2645,Fars Dialects,fay,language,mode1259
sout2647,Southern Luri,luz,language,bakh1252
sout2649,Southern Pashto,pbt,language,nucl1276
sout2668,Southern Hindko,hnd,language,hind1271
sout2671,Southwest Pashayi,psh,language,west2387
sout2672,Southeast Pashayi,psi,language,east2322
sout2674,South Saami,sma,language,sout3150
sout2679,South Estonian,vro,language,finn1317
sout2683,South Great Andamanese,,family,grea1241
sout2684,Southern Chong,,family,west2394
sout2686,South Aslian,,family,asli1243
sout2689,Southern Nicobarese,nik,language,cent2305
sout2690,South Bahnaric,,family,bahn1264
sout2691,Southern-Central Mnong,,family,mnon1259
sout2692,Southern Mnong,mnn,language,sout2691
sout2693,South Siberian Turkic,,family,cent2326
sout2694,Southern Altai,alt,language,east2791
sout2697,South Azerbaijani,azb,language,mode1262
sout2699,Southern Uzbek,uzs,language,uzbe1247
sout2701,South Kipchak,,family,kipc1239
sout2705,Southern Periphery Mongolic,,family,mong1329
sout2711,Southern Gondi,ggo,language,nort3258
sout2715,Southern Ghale,ghe,language,ghal1246
sout2722,Southern Muji,ymc,language,nort2715
sout2723,Southern Nisu,nsd,language,nisu1238
sout2728,Southern Qiang,qxs,language,qian1264
sout2729,Southern Pumi,pmj,language,pumi1242
sout2730,Southern Bai,bfs,language,sout3254
sout2732,Southern Rengma Naga,nre,language,reng1253
sout2734,Southern Yamphu,lrr,language,yamp1244
sout2736,Southern Central Kiranti,,family,cent2250
sout2739,Southern Tujia,tjs,language,tuji1244
sout2741,Southern Dong,kmc,language,kami1255
sout2743,Southwestern Tai P,,family,sout3184
sout2744,Southern Shan,,family,shan1276
sout2746,Southern Thai,sou,language,laot1235
sout2749,Southwestern Gelao,,family,gela1265
sout2750,Southern Yukaghir,yux,language,koly1247
sout2751,Southern Yeniseian,,family,yeni1252
sout2753,Southern Samur,,family,nucl1321
sout2754,Southern Qiandong Miao,hms,language,east2369
sout2755,Southwestern Huishui Hmong,hmh,language,huis1239
sout2756,Southwestern Guiyang Hmong,hmg,language,guiy1235
sout2758,Southern Tangkic,,family,tang1340
sout2760,Southern Thura-Yura,,family,core1260
sout2765,Southern Maric,,family,mari1445
sout2766,Southern Ngarna,,family,ngar1290
sout2771,Southern Coastal Yuin,xtv,language,yuin1242
sout2772,Southern Daly,,family,
sout2774,Southeast Ijo,ijs,language,east2383
sout2778,Southern Kisi,kss,language,kiss1245
sout2779,Southern Bia,,family,biaa1238
sout2781,South Guang,,family,guan1278
sout2782,South Fali,fal,language,adam1254
sout2784,Southern Ngbandi,nbw,language,nucl1737
sout2785,Southwest Gbaya,gso,language,gbay1284
sout2786,Ngbugu-Langbasi,,family,nucl1797
sout2787,South Central Banda,lnl,language,sout2786
sout2789,Central Dagaare,dga,language,cent2291
sout2790,Southern Birifor,biv,language,biri1257
sout2795,Southern Nuni,nnw,language,nuni1253
sout2797,Southern Toussian,wib,language,tusi1238
sout2800,Southeastern Benue-Congo Plateau,,family,benu1248
sout2805,Southwestern Edoid,,family,edoi1239
sout2807,Southern Sotho,sot,language,seso1234
sout2822,South Ring,,family,ring1243
sout2826,Southern Grebo,grj,language,greb1256
sout2827,Southern Moru-Madi,,family,moru1252
sout2828,Southern Ma'di,snm,language,sout2827
sout2830,Southern Nilotic,,family,nilo1247
sout2831,Southern Lwoo,,family,luob1235
sout2832,Southwestern Dinka,dik,language,dink1262
sout2833,South Central Dinka,dib,language,dink1262
sout2834,Southeastern Dinka,dks,language,dink1262
sout2835,South Gonga,,family,gong1256
sout2836,South Surmic,,family,surm1244
sout2837,Southeast Surmic,,family,sout2836
sout2838,Southwest Surmic,,family,sout2836
sout2840,Southern Bobo Madaré,bwq,language,bobo1253
sout2842,Southwest Mande,,family,mand1431
sout2844,Southern Samo,sbd,language,mand1437
sout2845,South Omotic,,family,
sout2849,Tobaic,,family,sout3166
sout2850,Greater SHWNG,,family,east2712
sout2853,Southeast Solomonic,,family,ocea1241
sout2854,Southeast Guadalcanal,,family,guad1241
sout2856,South Efate,erk,language,sout3196
sout2857,Nahavaq,sns,language,sout3197
sout2859,Southeast Ambrym,tvk,language,ambr1240
sout2866,South Marquesan,mqm,language,marq1246
sout2868,Southern Vanuatu,,family,sout3173
sout2869,Southwest Tanna,nwi,language,sout3195
sout2874,Southwest New Britain linkage,,family,viti1243
sout2877,South Watut,mcy,language,watu1246
sout2878,South Huon Gulf linkage,,family,huon1245
sout2879,South-East Admiralty,,family,east2459
sout2881,South Babar,,family,baba1274
sout2882,Southwest Babar,,family,sout2881
sout2883,Southeast Babar,vbb,language,mase1249
sout2890,South Tanimbar,,family,cent2245
sout2895,South Nuaulu,nxl,language,nuau1240
sout2896,Eastern Atadei,lmf,language,levu1240
sout2905,Southern Alta,agy,language,meso1254
sout2907,Southern Cordilleran,,family,sout3211
sout2908,Bangad,ksc,language,sout3203
sout2912,Coastal-Virac Bikol,bln,language,coas1315
sout2913,South Manobo,,family,cent2255
sout2915,South Mangyan,,family,grea1284
sout2916,Southwest Palawano,plv,language,broo1240
sout2918,Southern Sama,ssb,language,inne1244
sout2919,Southeast Barito,,family,grea1283
sout2920,Southern Betsimisaraka Malagasy,bzc,language,cent2382
sout2921,South West Greater Barito,,family,grea1283
sout2922,Southern Land Dayak,,family,bida1239
sout2923,South Sulawesi,,family,mala1545
sout2925,Southern Tomini,,family,tomi1242
sout2928,Southeastern Celebic,,family,east2488
sout2932,Southern One,osu,language,onee1245
sout2934,South Binanderean,,family,nucl1603
sout2940,South Muyu,kts,language,lowl1259
sout2941,South Awyu,aws,language,awyu1264
sout2943,South Tairora,omw,language,tair1260
sout2948,South Bougainville,,family,
sout2949,Southern Kiwai,kjd,language,kiwa1251
sout2954,Southern Amami-Oshima,ams,language,oshi1235
sout2956,Southern Haida,hax,language,haid1248
sout2957,Southern Tutchone,tce,language,tutc1236
sout2958,Southern Carrier,caf,language,carr1248
sout2959,South Slavey,xsl,language,slav1253
sout2961,Southern Tiwa,tix,language,tiwa1255
sout2965,Southern Puget Sound Salish,slh,language,lush1251
sout2968,Southern Numic,,family,numi1242
sout2971,Southwestern Tarahumara,twr,language,tara1321
sout2972,Southeastern Tarahumara,tcu,language,tara1321
sout2973,"Nahuatl, Southeastern Puebla",npl,language,tehu1244
sout2975,Southern Tepehuan,,family,tepe1281
sout2976,Southeastern Tepehuan,stp,language,sout2975
sout2977,Southwestern Tepehuan,tla,language,sout2975
sout2978,Southern East Cree,crj,language,cree1272
sout2981,Southern Wakashan,,family,waka1280
sout2982,Southeastern Pomo,pom,language,pomo1273
sout2983,Southern Pomoan-Kashaya,,family,russ1266
sout2984,Southern Pomo,peq,language,sout2983
sout2985,Southern Sierra Miwok,skd,language,sier1249
sout2986,Southern Ohlone,css,language,cost1250
sout2988,Southeastern Siouan,,family,ohio1234
sout2989,Southern Lengua,enx,language,leng1262
sout2990,Southern Pastaza Quechua,qup,language,past1249
sout2991,South Bolivian Quechua,quh,language,boli1262
sout2992,Southern Conchucos Ancash Quechua,qxo,language,conc1245
sout2994,Southern Nambikuára,nab,language,namb1300
sout2996,Southern Aymara,ayc,language,nucl1667
sout2999,Southern Pame,pmz,language,pame1260
sout3000,Southwestern Tlaxiaco Mixtec,meh,language,west2824
sout3001,Southern Puebla Mixtec,mit,language,nort3200
sout3002,Southeastern Nochixtlán Mixtec,mxy,language,nort3198
sout3003,Cisyautepequeño,,family,cent2146
sout3004,Southern Rincon Zapotec,zsr,language,rinc1237
sout3005,Southeastern Ixtlán Zapotec,zpd,language,sier1251
sout3006,Barasano-Eduria-Macuna,,family,west2789
sout3010,Southern Roglai,rgs,language,chru1240
sout3015,Southern Magdalenic,,family,magd1236
sout3051,South Giziga,giz,language,gizi1243
sout3054,South Cushitic,,family,cush1243
sout3055,Southern Lowland East Cushitic,,family,lowl1267
sout3078,South Ethiopic,,family,ethi1244
sout3123,South Levantine Arabic,ajp,language,leva1239
sout3127,South Ucayali Ashéninka,cpy,language,ashe1274
sout3130,Ankave-Tainae-Akoye,,family,nucl1763
sout3131,Southern Maipuran,,family,araw1281
sout3132,Southern Chumashan,,family,chum1262
sout3133,South Dravidian,,family,drav1251
sout3134,South-West Pama-Nyungan,,family,pama1250
sout3135,Southeastern Pama-Nyungan,,family,pama1250
sout3136,Southern Uto-Aztecan,,family,utoa1244
sout3138,South Dravidian I,,family,sout3133
sout3139,South Dravidian II,,family,sout3133
sout3140,Southeastern Mande,,family,east2697
sout3141,Southwest Pama,,family,pama1251
sout3142,Southern Yolngu,,family,yuul1239
sout3143,Southwestern Kra,,family,kada1291
sout3144,South Eastern Tucanoan,,family,east2698
sout3145,South Biu-Mandara,,family,bium1280
sout3146,South Masa,,family,masa1323
sout3147,South Slavic,,family,slav1255
sout3148,South Adelbert,,family,kala1403
sout3149,Southern-Eastern Yolngu,,family,sout3142
sout3150,Southwestern Saami,,family,west2390
sout3151,Southwestern Apachean,,family,apac1239
sout3152,Southern Bantoid,,family,bant1294
sout3153,South Senufo,,family,senu1239
sout3154,Southwest Sabahan,,family,nort3253
sout3155,Southern Sangiric,,family,sang1335
sout3157,Southwestern Iranian,,family,iran1269
sout3158,Southern Romance,,family,roma1334
sout3159,Southern Burmish,,family,burm1266
sout3160,South Peripheral Kuki-Chin,,family,peri1260
sout3161,South Bauchi East,,family,west2800
sout3162,South Bauchi West,,family,west2800
sout3163,South-Central Benue-Congo Plateau,,family,benu1249
sout3164,Southern Central Gur,,family,cent2243
sout3165,Southern Palawanic,,family,pala1354
sout3166,Southern Batak,,family,toba1265
sout3168,Southwestern Otomi,,family,otom1297
sout3170,Southwest South Bauchi,,family,sout3162
sout3171,Southern Northwestern Edoid,,family,nort3183
sout3173,Southern Melanesian,,family,ocea1241
sout3174,Southwestern Malagasic,,family,mala1537
sout3175,South Bisayan,,family,bisa1268
sout3176,Southwestern Brythonic,,family,bryt1239
sout3177,Southern Tatic,,family,tati1244
sout3179,Southern Baja Mixtec,,family,mixt1427
sout3180,Southern Bantu-Makua,,family,east2731
sout3181,Southwest Grassfields,,family,narr1282
sout3182,Southeastern Bengali,,family,gaud1238
sout3183,Southwestern Shifted Romance,,family,shif1234
sout3184,Southwestern Tai,,family,sapa1255
sout3185,Southern Tanzania Highlands Bantu,,family,nort3203
sout3186,Southeastern Ede,,family,east2738
sout3187,Southwestern Ede,,family,west2827
sout3188,South Pentecost,,family,cent2269
sout3191,Southern Okani,,family,tsog1242
sout3194,South-Central Santo,,family,west2956
sout3195,Southern Tanna,,family,tann1242
sout3196,South Efatic,,family,efat1236
sout3197,Southwest Coastal Malekula,,family,sout3240
sout3198,Southern Malaita,,family,mala1542
sout3200,South Castilic,,family,cast1243
sout3201,South Mara,,family,nyan1318
sout3202,South Rutara,,family,ruta1242
sout3203,South Kalinga,,family,cent2282
sout3204,Southern Mijikenda,,family,miji1238
sout3205,Southeast Western Oti-Volta,,family,nucl1748
sout3207,Southeastern Kalinga,,family,sout3203
sout3208,Southeast Choiseul,,family,east2760
sout3209,South Dagaric,,family,cent2291
sout3211,South-Central Cordilleran,,family,meso1254
sout3212,Southeastern Ngwi,,family,nili1235
sout3213,Western Trans-Zab,,family,tran1290
sout3214,South Khoekhoe,,family,khoe1242
sout3216,South-Western Tibetic,,family,cent2346
sout3217,Southern Tibetic,,family,late1253
sout3218,South-East-North Oromo,,family,cent2302
sout3220,Southeast Santo,,family,east2754
sout3229,South Halmahera-West New Guinea,,family,sout2850
sout3230,Southwest Cenderawasih Bay,,family,cend1238
sout3231,South Halmahera,,family,raja1255
sout3232,Southern Angkuic,,family,angk1246
sout3233,Southern Njila,,family,njil1234
sout3234,Southeast Gondi,,family,gond1265
sout3237,Southern New England Algonquian,,family,east2700
sout3238,Southern Samba Duru,,family,samb1323
sout3239,Southeastern Malakula linkage,,family,cent2315
sout3240,Southwestern Malakula,,family,peri1262
sout3241,Southern Tidung,itd,language,tidu1239
sout3242,Southern-Western Balochi,,family,balo1260
sout3243,Southern Nuristani,,family,nuri1243
sout3244,Southeastern Timbira,,family,timb1253
sout3245,Southern Otomi,,family,otom1300
sout3248,South Scandinavian,,family,nort3160
sout3249,Central-Southern Kikongo,,family,kila1239
sout3250,Southern Pinghua,csp,language,ping1245
sout3251,Southern Katang,sct,language,kata1264
sout3252,Southeast Kewa,,family,kewa1250
sout3254,South-Central Bai,,family,baic1239
sout3263,Southern Tuareg,,family,tuar1240
sout3271,Southern Tupi-Guarani,,family,tupi1276
sout3292,Southwestern Dutch,,family,mode1257
sout3294,South Alemannic,,family,alem1243
sout3313,Southern New Caledonian,,family,main1286
sout3333,Southeastern Chinantec,,family,cent2365
sout3337,Southern Alaskan Athabaskan,,family,atha1247
sout3339,South Santo,,family,nucl1793
sout3346,South West-Central Malagasic,,family,sout3174
sout3350,Southern Mbam-Nkam,,family,mbam1249
sout3352,Southern Makaaic,,family,maka1324
sout3353,Southeastern Kikongo,,family,sout3249
sout3354,Southern Kikongo,,family,sout3353
sout3355,Southern Bikwin-Jen,,family,bikw1235
sout3363,South-Central Nasioi,,family,nasi1248
sout3364,South Nasioi,,family,sout3363
souu1238,Sou,sqq,language,love1237
sowa1244,Sowa,sww,language,seke1242
sowa1245,Sowanda,sow,language,wain1248
soya1236,Soyaltepec Mixtec,vmq,language,nort3198
soya1237,Soyaltepec Mazatec,vmp,language,maza1307
span1267,Spanish-Quechua,,family,mixe1287
spee1234,Speech Register,,family,
spit1239,Spiti-Jad,,family,laha1255
spit1240,Spiti Bhoti,spt,language,spit1239
spok1245,Spokane,spo,language,kali1307
sput1235,Southwestern Thai PH,,family,sout3184
squa1248,Squamish,squ,language,cent2129
sran1240,Sranan Tongo,srn,language,sran1241
sran1241,Eastern Maroons,,family,suri1275
sril1245,Sri Lanka Malay,sci,language,vehi1234
stan1288,Spanish,spa,language,cast1243
stan1289,Catalan,cat,language,sout3183
stan1290,French,fra,language,glob1239
stan1293,English,eng,language,macr1271
stan1295,German,deu,language,glob1243
stan1306,Standard Malay,zsm,language,stan1327
stan1318,Standard Arabic,arb,language,arab1395
stan1327,Standard Malay-Indonesian,,family,nucl1806
stge1234,St George linkage,,family,newi1242
stie1250,Stieng,,family,mnon1258
stma1240,St. Matthias,,family,ocea1241
stod1241,Stod Bhoti,sbu,language,laha1255
ston1242,Stoney,sto,language,dako1257
stra1244,Northern Straits Salish,str,language,stra1246
stra1245,Straits West Alor,,family,west2787
stra1246,Straits Salish,,family,cent2129
suab1238,Suabo,szp,language,inan1242
suar1238,Asabano,seo,language,
suau1242,Suau,swp,language,suau1244
suau1243,Suauic,,family,nucl1744
suau1244,Suau chain,,family,suau1243
suba1238,Suba,sxb,language,nort3227
suba1252,Suba-Simbiti,ssc,language,nort3227
suba1253,Subanen,,family,grea1284
suba1255,Subansiri,,family,west2797
subc1234,Subcontinental Central Indo-Aryan,,family,indo1322
subg1264,Tupi-Guarani Subgroup V,,family,tupi1276
subi1246,Subiya,sbs,language,mach1269
subt1249,Subtiaba-Tlapanec,,family,tlap1252
subt1250,Subtiaba,sut,language,subt1249
suda1235,Sudanese-Chadian Arabic,,family,egyp1254
suda1236,Sudanese Arabic,apd,language,suda1235
suda1237,South Sudanese Creole Arabic,pga,language,suda1235
sude1239,Sudest,tgo,language,nimo1245
suen1241,Suena,sue,language,nort2909
suga1248,Nizaa,sgi,language,niza1234
suga1249,Suganga,sug,language,mian1255
sugu1243,Sugut Dusun,kzs,language,sugu1244
sugu1244,Sugut Kadazan,,family,kada1292
sugu1245,Suguti,,family,east2750
suii1243,Sui,swi,language,maon1239
suki1244,Suki-Gogodala,,family,
suki1245,Suki,sui,language,suki1244
suku1259,Suku,sub,language,yaka1278
suku1261,Sukuma,suk,language,nyam1286
suku1264,Sukurum,zsu,language,moun1250
suku1272,Sukur,syk,language,sout3145
suku1274,Sukuma-Nyamwezi (F.20),,family,nort3203
sula1247,Sula-Buru,,family,buru1321
sula1248,Sula,szn,language,sula1247
sulk1246,Sulka,sua,language,
sulo1237,Sulod,srg,language,kina1255
sulu1241,Eastern Puroik,suv,language,puro1234
sulu1242,Sulu-Borneo,,family,sama1302
suma1264,Suma,sqm,language,gbey1244
suma1269,Sumariup,siv,language,nucl1586
suma1270,Sumau,six,language,peka1243
suma1272,Sumalpan,,family,misu1242
suma1273,Sumambu-Tagal,,family,nort3186
sumb1240,Sumbwa,suw,language,suku1274
sumb1241,Sumbawa,smw,language,sasa1248
sumb1242,Sumba-Hawu,,family,flor1240
sumb1243,Sumba,,family,sumb1242
sume1241,Sumerian,sux,language,
sumi1235,Sumi Naga,nsm,language,reng1253
sumt1234,Sumtu Chin,csv,language,asho1237
sumu1234,Sumuic,sum,family,suma1272
suna1241,Sunam,ssk,language,cent2311
sund1251,Sundanese-Badui,,family,mala1536
sund1252,Sundanese,sun,language,sund1251
sunw1242,Sunwar,suz,language,nort2730
suoy1242,Suoy,syo,language,sout2684
supy1237,Supyire Senoufo,spp,language,supy1238
supy1238,Supyiric,,family,nort3254
surb1238,Surbakhal,sbj,language,masa1301
suri1266,Tirma-Chai-Mursi,,family,past1248
suri1267,Tirma-Chai,suq,language,suri1266
suri1272,Ndyuka,,family,sran1241
suri1273,Surigaonon,sgd,language,suri1274
suri1274,Surigao,sul,family,sout3175
suri1275,Surinamese Creole English,,family,guin1259
surj1235,Surjapuri,sjp,language,west2382
surm1244,Surmic,,family,
surr1238,Sur,tdl,language,kwan1287
surs1246,Sursurunga,sgz,language,stge1234
suru1258,Vori,sde,language,kaur1268
suru1261,Suruí Do Pará,mdz,language,tupi1284
suru1262,Suruí,sru,language,mond1266
suru1263,Suruahá,swx,language,araw1282
susq1241,Susquehannock,sqn,language,nort2947
susu1249,Susu-Yalunka,,family,cent2047
susu1250,Susu,sus,language,susu1249
susu1251,Susuami,ssu,language,kama1359
suun1239,Suundi,sdj,language,nort3267
suwa1241,Suwawa,swu,language,goro1273
suya1243,Suyá,suy,language,core1264
svan1243,Svan,sva,language,kart1248
swab1242,Swabian,swg,language,nort3310
swah1253,Swahili,swh,language,momb1256
swah1254,Swahili (G.40),,family,saba1282
swah1255,Swahili-based pidgin,,family,pidg1258
